data_group,layer,k,basis_name,sample_selection_criteria,sample_selection_criteria_slug,val_auroc
butterfly,layer4,1,GradPCA,"SelectNSamples(N=50, total=12812, [-4.74, 10.88])",select-50,0.9933247566223145
butterfly,layer4,1,PRCAPosDef,"SelectNSamples(N=50, total=12812, [-4.74, 10.88])",select-50,0.5016666650772095
butterfly,layer4,1,PCA,"SelectNSamples(N=50, total=12812, [-4.74, 10.88])",select-50,0.5
butterfly,layer4,1,PRCASortAbs,"SelectNSamples(N=50, total=12812, [-4.74, 10.88])",select-50,0.5
butterfly,layer4,16,GradPCA,"SelectNSamples(N=50, total=12812, [-4.74, 10.88])",select-50,0.9947689771652222
butterfly,layer4,16,PRCAPosDef,"SelectNSamples(N=50, total=12812, [-4.74, 10.88])",select-50,0.9947369694709778
butterfly,layer4,16,PRCASortAbs,"SelectNSamples(N=50, total=12812, [-4.74, 10.88])",select-50,0.994704008102417
butterfly,layer4,16,PCA,"SelectNSamples(N=50, total=12812, [-4.74, 10.88])",select-50,0.9929513335227966
butterfly,layer4,32,PRCAPosDef,"SelectNSamples(N=50, total=12812, [-4.74, 10.88])",select-50,0.9932405948638916
butterfly,layer4,32,GradPCA,"SelectNSamples(N=50, total=12812, [-4.74, 10.88])",select-50,0.9932286739349365
butterfly,layer4,32,PRCASortAbs,"SelectNSamples(N=50, total=12812, [-4.74, 10.88])",select-50,0.9932209849357605
butterfly,layer4,32,PCA,"SelectNSamples(N=50, total=12812, [-4.74, 10.88])",select-50,0.9914982914924622
butterfly,layer4,48,PRCAPosDef,"SelectNSamples(N=50, total=12812, [-4.74, 10.88])",select-50,0.993278980255127
butterfly,layer4,48,GradPCA,"SelectNSamples(N=50, total=12812, [-4.74, 10.88])",select-50,0.9932735562324524
butterfly,layer4,48,PRCASortAbs,"SelectNSamples(N=50, total=12812, [-4.74, 10.88])",select-50,0.9932725429534912
butterfly,layer4,48,PCA,"SelectNSamples(N=50, total=12812, [-4.74, 10.88])",select-50,0.9915800094604492
butterfly,layer4,64,PRCAPosDef,"SelectNSamples(N=50, total=12812, [-4.74, 10.88])",select-50,0.9932922720909119
butterfly,layer4,64,PRCASortAbs,"SelectNSamples(N=50, total=12812, [-4.74, 10.88])",select-50,0.993284285068512
butterfly,layer4,64,GradPCA,"SelectNSamples(N=50, total=12812, [-4.74, 10.88])",select-50,0.9932838082313538
butterfly,layer4,64,PCA,"SelectNSamples(N=50, total=12812, [-4.74, 10.88])",select-50,0.9916026592254639
