data_group,layer,k,basis_name,sample_selection_criteria,sample_selection_criteria_slug,val_auroc
butterfly,layer1,1,PCA,"SelectNSamples(N=50, total=12812, [-4.46, 12.68])",select-50,0.5
butterfly,layer1,1,GradPCA,"SelectNSamples(N=50, total=12812, [-4.46, 12.68])",select-50,0.5
butterfly,layer1,1,PRCASortAbs,"SelectNSamples(N=50, total=12812, [-4.46, 12.68])",select-50,0.5
butterfly,layer1,1,PRCAPosDef,"SelectNSamples(N=50, total=12812, [-4.46, 12.68])",select-50,0.5
butterfly,layer1,16,PCA,"SelectNSamples(N=50, total=12812, [-4.46, 12.68])",select-50,0.9648661613464355
butterfly,layer1,16,PRCAPosDef,"SelectNSamples(N=50, total=12812, [-4.46, 12.68])",select-50,0.9598401784896851
butterfly,layer1,16,PRCASortAbs,"SelectNSamples(N=50, total=12812, [-4.46, 12.68])",select-50,0.9005962014198303
butterfly,layer1,16,GradPCA,"SelectNSamples(N=50, total=12812, [-4.46, 12.68])",select-50,0.6314201951026917
butterfly,layer1,32,PRCAPosDef,"SelectNSamples(N=50, total=12812, [-4.46, 12.68])",select-50,0.9916268587112427
butterfly,layer1,32,PCA,"SelectNSamples(N=50, total=12812, [-4.46, 12.68])",select-50,0.9882856011390686
butterfly,layer1,32,PRCASortAbs,"SelectNSamples(N=50, total=12812, [-4.46, 12.68])",select-50,0.9799220561981201
butterfly,layer1,32,GradPCA,"SelectNSamples(N=50, total=12812, [-4.46, 12.68])",select-50,0.9298552870750427
butterfly,layer1,48,PRCAPosDef,"SelectNSamples(N=50, total=12812, [-4.46, 12.68])",select-50,0.9933028817176819
butterfly,layer1,48,PCA,"SelectNSamples(N=50, total=12812, [-4.46, 12.68])",select-50,0.9932999014854431
butterfly,layer1,48,PRCASortAbs,"SelectNSamples(N=50, total=12812, [-4.46, 12.68])",select-50,0.9932900071144104
butterfly,layer1,48,GradPCA,"SelectNSamples(N=50, total=12812, [-4.46, 12.68])",select-50,0.9916337132453918
butterfly,layer1,64,PCA,"SelectNSamples(N=50, total=12812, [-4.46, 12.68])",select-50,0.9933035969734192
butterfly,layer1,64,GradPCA,"SelectNSamples(N=50, total=12812, [-4.46, 12.68])",select-50,0.9933035969734192
butterfly,layer1,64,PRCASortAbs,"SelectNSamples(N=50, total=12812, [-4.46, 12.68])",select-50,0.9933035969734192
butterfly,layer1,64,PRCAPosDef,"SelectNSamples(N=50, total=12812, [-4.46, 12.68])",select-50,0.9933035969734192
