data_group,layer,k,basis_name,sample_selection_criteria,sample_selection_criteria_slug,val_auroc
butterfly,layer4,1,GradPCA,"SelectNSamples(N=1, total=12812, [-0.47, 1.31])",select-1,0.974119246006012
butterfly,layer4,1,PCA,"SelectNSamples(N=1, total=12812, [-0.47, 1.31])",select-1,0.9165607690811157
butterfly,layer4,1,PRCASortAbs,"SelectNSamples(N=1, total=12812, [-0.47, 1.31])",select-1,0.6048053503036499
butterfly,layer4,1,PRCAPosDef,"SelectNSamples(N=1, total=12812, [-0.47, 1.31])",select-1,0.5
butterfly,layer4,16,PRCAPosDef,"SelectNSamples(N=1, total=12812, [-0.47, 1.31])",select-1,0.9919066429138184
butterfly,layer4,16,PRCASortAbs,"SelectNSamples(N=1, total=12812, [-0.47, 1.31])",select-1,0.9915522336959839
butterfly,layer4,16,GradPCA,"SelectNSamples(N=1, total=12812, [-0.47, 1.31])",select-1,0.9877346754074097
butterfly,layer4,16,PCA,"SelectNSamples(N=1, total=12812, [-0.47, 1.31])",select-1,0.9722230434417725
butterfly,layer4,32,PCA,"SelectNSamples(N=1, total=12812, [-0.47, 1.31])",select-1,0.9924309253692627
butterfly,layer4,32,PRCAPosDef,"SelectNSamples(N=1, total=12812, [-0.47, 1.31])",select-1,0.9924091100692749
butterfly,layer4,32,PRCASortAbs,"SelectNSamples(N=1, total=12812, [-0.47, 1.31])",select-1,0.991832435131073
butterfly,layer4,32,GradPCA,"SelectNSamples(N=1, total=12812, [-0.47, 1.31])",select-1,0.9893279075622559
butterfly,layer4,48,PCA,"SelectNSamples(N=1, total=12812, [-0.47, 1.31])",select-1,0.9947677850723267
butterfly,layer4,48,PRCAPosDef,"SelectNSamples(N=1, total=12812, [-0.47, 1.31])",select-1,0.9926220774650574
butterfly,layer4,48,PRCASortAbs,"SelectNSamples(N=1, total=12812, [-0.47, 1.31])",select-1,0.9920869469642639
butterfly,layer4,48,GradPCA,"SelectNSamples(N=1, total=12812, [-0.47, 1.31])",select-1,0.9910531044006348
butterfly,layer4,64,PCA,"SelectNSamples(N=1, total=12812, [-0.47, 1.31])",select-1,0.9938702583312988
butterfly,layer4,64,PRCAPosDef,"SelectNSamples(N=1, total=12812, [-0.47, 1.31])",select-1,0.9928036332130432
butterfly,layer4,64,PRCASortAbs,"SelectNSamples(N=1, total=12812, [-0.47, 1.31])",select-1,0.9922522306442261
butterfly,layer4,64,GradPCA,"SelectNSamples(N=1, total=12812, [-0.47, 1.31])",select-1,0.991097629070282
